Rating,Title,Review,Review_Date
5.0,Value for money,Good product to have it's value for money in this price... Recommend all to buy,29 July 2022
5.0,Worth it,Nice,14 August 2022
4.0,Sound,Sound and color,19 February 2022
3.0,meh...,"I had redmi ones before...they were smaller and easier to handle. It was easy to take out from  and put into its case, even with one hand. sure its playback time might be less but even its bass was better than these. These ones connect quickly. But i find it bulkier and less convenient than the mi ones.",28 October 2021
4.0,Good product at the point of money,Product is amazing sound quality is good not too good,24 January 2022
4.0,Good,Good 👍,1 March 2022
1.0,Very baf service of Amazon team.,The voice quality is bad and their is lot of noise in background the voice is not clear at the other end .Asked the team to refund or replace it with another device.But they have ignored it .It was bad experience shopping with Amazon this time ....I really unhappy with the service they even havent call me to know the issue ....just replaced it with the same buds and the issue is same ....bad sound quality.,2 September 2022
4.0,High price only,"Sound quality is good battery back up also nice, bass quality horrible",19 January 2022
4.0,Amazing,Amazing,28 February 2022
3.0,Decent product in this price range,I got the parcel today which was ordered yesterday the external package was excellent  but when i opened the package there was everything fine with what are all the accessories mentioned on the box.  but the product must be a used one because small pack which consists of usb charging cable is already opened one (repacked) image attached and another thing i need to mention here is the lid of charging case is looseThere was no protection insulation between the terminals  and charging case points (usually will be there in new piece)Sound quality is decent and bass is not mild.Battery backup its too early to judgeThinking of claiming for replacement,16 February 2021
2.0,"Everything is good , but mic is worst","Everything is good. But when we are on a call , its worst mic is not good , the other person will not be able to hear your voice properly",28 June 2022
5.0,Amazing,Worth off mony,12 August 2022
3.0,Not up to the mark..,"I would suggest to ""boat"" please do some work on ""quality check"" before launching a product in market. Because it's ruins the name of company.So it has been 2 months I have been used these airpodes which I purchased by seeing the name of ""boat"". Below is the major ""cons"" 1- Sometimes Mike does work some times it doesn't work when you are on a phone call.2-Some time the charging showing display works sometimes not. When you opened the case3-When you listen audio more than 15 minutes it started giving disconnecting for some milliseconds and it continues.""Pros""1- Sound quality is good as per the price2- Well fitted in ears.3- Battery life is good.",23 December 2020
4.0,Value For Money. Overall Sound And Battery is Good But I do Not Suggest For Calling,Pros.Sound Is Very goodBass is very goodBattery Backup is Around 5 hours When buds Charged full Without Charging Buds. And Box can charge buds 2.5 times when it's fully charged. and Box take Something 1.5 hours to 2 hours 0 to 100 and buds take somthing 30 minits to full chargeIf you Want to use only for songs and movies than this is best.Cons.But noise cancelation is worst. Do Not Use For Calling.Some Times Facing  Connection Interruption and poor connectivity problem as wellIt Doesn't support in some device.,26 February 2021
1.0,Don't buy them,They are so bad ...they don't support in my phone... please give me refund the costumer service is too bad. ...... totally disappointed 😞 with the product...they don't work in my model.....return them as soon as possible,3 October 2022
3.0,sound quality,"the most important is sound quality and comfort it is very soft, it dont get off whle running or any activity. the price is best",17 February 2022
4.0,Nice,Superb,7 March 2022
2.0,It's not work properly just after 2months,Not goo,14 August 2022
2.0,Poor bass quality,Product is good but range and bass very poor,1 August 2022
1.0,Worst purchase and waste of money,The product is literally bad... Worst purchase made from Amazon.. the qualities were poor and there is no return policy and now it has stopped working within 5 months from purchase.. and lol I can't even replace or return it now.. literally disappointed,25 September 2022
1.0,Uncomfortable to ear and less sound,Charging system is well but sound quality is not good and uncomfortable to ear,Reviewed in India 🇮🇳 on 4 November 2022
5.0,Happy,Satisfy with this purchased .Purchased  at 899 at this price  it's worth at this price,Reviewed in India 🇮🇳 on 21 July 2022
4.0,Good,Like,Reviewed in India 🇮🇳 on 4 March 2022
5.0,They are the best from every eaphones and headphones i had,"They are amazing giving this review after a year of harsh use.obviously they did not survive but till the last working day they worked amazingly.some other reviews say they stop working after 10 days or so.its just that they don't place the buds properly in its charging case and the buds doesn't charge.the battery life is amazing they good for gaming,movies and for music",Reviewed in India 🇮🇳 on 8 April 2022
5.0,Good product,Nice sounds quality,Reviewed in India 🇮🇳 on 12 August 2022
4.0,Good for the price.,"Good quality for the price,the quality of sound is good ,bass not as expected , noise cancellation is ok, bought it for Rs 1299/-.",Reviewed in India 🇮🇳 on 24 December 2021
5.0,Worth it!,"Good sound quality, decent noise cancellation, excellent range of connectivity, the case and buds were a bit smaller in size than expected.The case charges up fast and the packaging was done very well and they are comfortable for my ears .The controls aren't touch sensitive but have a button to press .I love the product, was definitely worth the purchase for me.",Reviewed in India 🇮🇳 on 11 April 2022
2.0,Sound is breaking,Sound is breaking,Reviewed in India 🇮🇳 on 12 August 2022
5.0,Best,Superb,Reviewed in India 🇮🇳 on 14 August 2022
4.0,Good Quality 😊,Good Quality 😊,Reviewed in India 🇮🇳 on 24 February 2022
3.0,Dissatisfied,"It often drop down while using, not fitted properly in the ears, so not enjoying the use, not recommendable",24 February 2022
4.0,Works for me,"I really like the sound, yes the material is plastic, i read some review that it fall off from the ear, but for me it fits perfectly. The battery is better than i expected",6 November 2021
4.0,Super sound quality,I like it,19 February 2022
4.0,Nice product,Nice,3 March 2022
5.0,Awesome  product,Awesome product  I like it.  Battery backup worth it,31 July 2022
3.0,Not good product quality,No issue with sound quality but product quality is not good.,19 March 2022
4.0,Sound quality and base are good,Products are good but delivery are late 6days,28 January 2022
5.0,Greeèat,Noise,14 August 2022
2.0,My Airdopes not charging. & Warranty service is vvvvvv very bad in Hyderabad pls don't purchase,My airdopes in not charging.In Hyderabad boat warranty service vvvvvvvvvvvvvv very bad service.Calls also not attending.I'm visit boat warranty care on 6/5/22 but still not replace the product.Boat products is Very bad service west the customer time & money to travel visiting boat care.,26 May 2022
5.0,Too good,,12 August 2022
5.0,Value for money,Good performance..,Reviewed in India 🇮🇳 on 13 August 2022
4.0,Amazing Product at Amazing Price!!,I really appreciate the quality of Noice Product it's worth for Money!!Fantastic 🎧,Reviewed in India 🇮🇳 on 8 January 2022
4.0,very good quality product,very good product,Reviewed in India 🇮🇳 on 19 February 2022
5.0,Good,Nice and good,Reviewed in India 🇮🇳 on 9 August 2022
3.0,Good based on usage,"The speakers are good if you Hv to attend online classes or watch movies / listen to songs … the mike quality is not good … so while talking on phone , people find it difficult to hear your voice !",Reviewed in India 🇮🇳 on 9 January 2022
1.0,Pathetic Quality,Ptron earbuds are much better than this…. Pathetic sound quality and they are not even letting me return it,Reviewed in India 🇮🇳 on 26 October 2022
2.0,No charging,,Reviewed in India 🇮🇳 on 13 August 2022
4.0,Minimum quality should be maintained,"The right ear pod came right off, chips and all, very first time I wanted to put in my ear. Boat should check the quality of their products!! Waiting for a replacementEdit: replacement received. Working ok. Upgrading to 4 star",Reviewed in India 🇮🇳 on 21 September 2021
4.0,Good,good product,Reviewed in India 🇮🇳 on 2 March 2022
5.0,Perfect Sound Machine,"I m using those Earphones from a week now and they are Really Good when it comes to Sound and connectivity..i dont have any issues and the battery life is about 3 hours for continous use..The Range within we can use the earphones is about 5 meters which is sufficient enough as this is not an FM transmitter its only a BT earphones...Also the voice quality whem making calls is Crystal clear you can switch to mono nd stereo..The only thing it lags is the quality of the usb cable and the button on each headphone is very sensitive to touch it click even during wearing them in ears also the quality of earphones is not too good well this is not ""Jabra"" ir ""apple airdrops"" cant complaint too much..if you are a regular rider nd need an airphone becoz you boss always complaints  that you dont pick the phone coz you you riding then this product is for you..",Reviewed in India 🇮🇳 on 1 February 2021
4.0,super,fanatica quality bass noise super ........nice,29 January 2022
2.0,"Good airdops for playing music, but very bad for calls","The audio quailty of airdopes is good, but when attending calls the audio qualtiy is bad. Also most of time times the other person cannot cleary hear what I say using the airdopes.In all this is good for listening to music but not worth to answer calls.",28 May 2022
5.0,Nice,Thak ha,12 August 2022
3.0,Charging problem,,6 April 2022
1.0,defective item,1st order was defective and so was its replacement! very disappointing,6 November 2022
5.0,Nice sound,The device has good sound quality but the only disadvantage is that it does not connect to multiple mobile/device at a time. I have to disconnect it from one to connect in the other.,28 June 2022
2.0,Charge issue +Noise Cancellation,Sometimes it will be shown full charged but in next minute you will see it becomes discharge completely. Noise cancellation is not so good.,6 July 2022
2.0,Disappointing,"The color pink is so ugly and looks cheap unlike the picture. Of course there is no noise cancellation but still the sound quality is disappointing. I would return it if I could. And can be too big for some people's ear, keeps falling of the ears.",28 May 2022
3.0,Good audio but not so good mic,"The audio output of these buds is pretty good. However, the mic doesn't catch the voice if you are not speaking very loudly. If someone is buying these earbuds for making phone calls then this is not a good choice. Battry backup is very good.",28 December 2021
3.0,Left side bud Not working,Right side bud Good sound quality,21 March 2022
2.0,Not properly sound and nothing noise cancellation,Very bad product because no sound quality no noise cancellation and nothing bass,24 July 2022
5.0,It's literally worth every penny and easy to carry around too overall I love it,Totally worth it!!!,14 August 2022
5.0,Good product,I like it,9 August 2022
4.0,Gud,Sound quality was so good but for its seems uncomfortable sometimes i used to fear and cautious when I go out with this earpods.. It doesn't fix well into the ears. Overall better.,21 October 2021
4.0,It's pretty good for its price range.,"Looks good , simple design,  like the digital power indicator....and has a decent sound quality",6 January 2022
4.0,PlZ improve the build quality,It's a very good product 😊,7 February 2022
2.0,During call it's waste,For hearing songs and videos it's valuable but during call it's not ok because our voice isn't much volume to opposite side,10 July 2022
4.0,"छान डिझायनिंग, मस्त वस्तू, छान आवाज.","वस्तू वापरण्यासाठी योग्य, छान आवाज, रंग, ओरिजनल वस्तू, खूप सुंदर.",21 January 2022
5.0,Quality of sound 👍,Use once ... superb product,6 August 2022
4.0,BoaT Ear pods,"Boat Ear Pods are of good quality.  Sound quality, bass is exceptionally of better quality.BlueTooth connection setup is easy.Only drawback/lacking is sometimes Ear Pods does not hold on to ears and drops off. There could have been better design or some attachment which can hold it tight.",30 August 2021
2.0,The model isn't ergonomically designed.,The plugs are too large and hard to stick in the ears. You will also begin to feel pain after a while. Noise-canceling is not good and the other side listeners could hear other noises on my side.,Reviewed in India 🇮🇳 on 12 June 2022
4.0,Pods,This was very unexpected for coz i thought in 999 boat wait not possible but damn the quality is best and the bass they have just nailed it and the color gives me aesthetic vibe it's real price is 2999 and i honestly got a huge discount if ur a music lover uh must buy🌼✨,Reviewed in India 🇮🇳 on 29 July 2021
4.0,Nice,I like this product bt I want to replace this product  bcz one is damaged,Reviewed in India 🇮🇳 on 5 January 2022
2.0,pesy Ki Barbadi,baat karty waqt samne wale pe aawaz hi nahi jati,Reviewed in India 🇮🇳 on 30 July 2022
5.0,Bluetooth mein acche se awaaz nahin a rahi hai,"The media could not be loaded.
                



 Bluetooth mein acche se awaaz nahin aati hai",Reviewed in India 🇮🇳 on 18 August 2022
5.0,Its a very good product. Good sound quality.,It is a very good product with good sound quality. The standby and usage charge of the headset is good. Good value for money product.,Reviewed in India 🇮🇳 on 11 July 2022
4.0,Battery indicator,,Reviewed in India 🇮🇳 on 26 February 2022
5.0,Boat accessories is best,"Realy nice product received  .... Dil khush ho gaya yaar  ..... Baas mast hai...... Noise cancellation is better....... Connectivity is superb  ..,.... Realy amazing product recived",Reviewed in India 🇮🇳 on 30 June 2022
5.0,Super,Super,Reviewed in India 🇮🇳 on 12 August 2022
1.0,Worst purchase,Poor quality of microphone. Worst replacement policy by Amazon. No support from support team.,Reviewed in India 🇮🇳 on 3 November 2022
4.0,Good product,Good product,20 February 2022
3.0,Better ill buy 1+,Dislike,7 April 2022
1.0,Never buy boat products,"Never buy boat products… they have worst customer support. They dont provide replacement after 7 days and no return is applicable in any condition. Even if replaced product is damaged, its not their fault… never go for boat",2 October 2022
5.0,Superb at this price. Buy without any hesitation within this price.,Best in this price,7 August 2022
5.0,Loving it till now,Battery is best,11 August 2022
2.0,I can't hear right side bud,I don't like this product because I can't hear right side bud no sound produce,20 July 2022
5.0,awesome Amezon delivery and Boat product,awesome Amezon delivery and Boat product,5 August 2022
1.0,They just keep falling off,First and foremost - they just keep falling off from your ears - so the question of Good bass or sound quality becomes secondary - How can you decide the sound quality of something that just keeps falling off your ears ? Also the case isn't very sturdy.,25 September 2022
1.0,I want to return this because it doesn't fits in the ears and sound is very low as well,It doesn't fits come out from ears again and again dose not have noise cancellation at all didn't expect much bt should be atleast can't even talk to anyone properly,10 October 2022
3.0,Not working,Not working in just 3 months,18 March 2022
5.0,साउंड में मिस्टिक है 1 पीस में और थोड़ा डेमेज भी है,साउंड मिस्टीक है,Reviewed in India 🇮🇳 on 10 August 2022
4.0,Good Quality,Good Quality,Reviewed in India 🇮🇳 on 18 February 2022
2.0,One ear is not working.,"During purchase it was working well. After a month use, suddenly one ear is not working. Even if I charge it in Airpod it never works. Very disappointed with boat",Reviewed in India 🇮🇳 on 25 June 2022
4.0,Noise cancelation worked superbly,There was some bass music problem,Reviewed in India 🇮🇳 on 4 February 2022
1.0,One earbud stopped working after a month,The sound quality is decent. But after a month the left ear bud stopped working completely one morning. Would not recommend,Reviewed in India 🇮🇳 on 21 October 2022
1.0,Failure not even a month,"Don't buy itWaste of money , left earbud died",Reviewed in India 🇮🇳 on 6 November 2022
5.0,Sound quality is awesome👍.,"Sound quality, battery backup.",Reviewed in India 🇮🇳 on 9 August 2022
3.0,Good,Thank you.,Reviewed in India 🇮🇳 on 30 March 2022
4.0,NICE PRODUCT ACCORDING TO PRICE .,CASE LOOKS PREMIUM ESPECIALLY THAT LED CASE . BALANCED SOUND QUALITY . LOUDNESS AND BASS COULD BE IMPROVE A LITTLE BIT. OVERALL A GOOD PACKAGE FOR DESCENT USAGE .,Reviewed in India 🇮🇳 on 9 November 2021
4.0,Very nice and useful product,Helpful product,Reviewed in India 🇮🇳 on 24 February 2022
5.0,🔥🔥🔥,"The media could not be loaded.
                



 Best product and shoo likes saund",20 August 2022
4.0,Budget buy,Good for having call,15 February 2022
4.0,Nice,"The media could not be loaded.
                



 Product is nice",1 March 2022
2.0,Very disappointed on performance,"The microphone seems to be problematic as attending any online calls, the other side always complain about sound disturbance and unable to hear...always need to disconnect earphones to continue with calls",24 June 2022
4.0,Amazing Product,I reviewed after 5 months it's sound quality is very good but bass is to good this is value of moneyOverall it's amazing for my experience. Iam satisfied ☺️,10 November 2021
1.0,Worst product i am buy this product but single day not using so return the item but not taking,Worst product i am buy this product but single day not using so return the item but not taking so kindly taking the item refound payment,14 October 2022
3.0,Sound quality is not great for Outgoing and incoming calls.,It is good to listen the music however sound quality is not that great for outgoing and incoming calls.,19 February 2022
5.0,Good,Good,11 August 2022
4.0,Nice Product - Worth Price,"The media could not be loaded.
                



 Nicely and firmly fits into the ears. Sweat resistant and the battery lasts very long. Sound quality is not that great but okay for the price. Built quality is good, withstands minor falls.",5 December 2021
5.0,Smooth and good,Smooth and good,9 August 2022
3.0,It is an used item,It didn't works as i expected,Reviewed in India 🇮🇳 on 20 March 2022
5.0,Everything is superb,Everything is good,Reviewed in India 🇮🇳 on 10 August 2022
3.0,Not bad,Not good,Reviewed in India 🇮🇳 on 31 March 2022
1.0,Low quality sound and build,"First I received a defective item and then i replaced it and received other one which was working but gets disconnected many times, low quality sound, the built quality is also not good, in simple words its just waste of money. I don't recommend to buy this thing its waste and not at all worth the money. Apple ka 1st kya 2nd copy bhi isse accha hota hai or cheap bhi.",Reviewed in India 🇮🇳 on 2 September 2022
4.0,Ok,Easy-to-use,Reviewed in India 🇮🇳 on 21 February 2022
5.0,Volume control update,Good,Reviewed in India 🇮🇳 on 11 August 2022
4.0,Great sound quality,"It's ok for everyday uses like listening to music or making calls, easy to connect. Battery life is good, overall pretty good for this price.",Reviewed in India 🇮🇳 on 8 January 2022
4.0,Worth for money,Sound quality is awesome colours are same as in pictures . Some more colour should be introduced.,Reviewed in India 🇮🇳 on 21 December 2021
5.0,Nice product,It's good in listening 🎶,Reviewed in India 🇮🇳 on 6 August 2022
3.0,Less price& Qood Quality,"All things are best but if buys 1300 is a higher price,1000 is best price buy on offer or discount",Reviewed in India 🇮🇳 on 16 February 2022
5.0,Best if your budget is below 1300,Using it for almost 1 week now battery & audio quanlity is good can buy if ur budget is below 1300,12 July 2022
3.0,Good,Shi h bs battery ka persent apne aap he kam ho jata h,9 March 2022
5.0,Bad calling clarity,Bad,10 August 2022
5.0,Excellent...,Good quality,10 August 2022
4.0,Sound quality is best,I like this product and sound quality is better but delivery is too late,5 January 2022
4.0,Only good,"Product compare to others and sound quality is good, however when it comes to talking  on calls, meeting through them its nightmare, second party listens to background noise, your voice seems to be coming from very far.",9 October 2021
2.0,Not working,After six months not working,4 August 2022
1.0,Very bad..,There is no sound quality.. We can use it as a radio..,2 November 2022
5.0,good one...can go for it,Disclaimer-I got this product on september 3rd and Im writing this review on november 11th becoz ...there were so many reviews stating that this product stops functionind  after a week or two....It's my first earpod  and I really like it becoz of the following points...1.It's budget friendly.[note -I got it on a sale for 899]2.Sound quality is so good3.bluetooth connectivity is good too4.battery life is gud in left earpod and in right earpod it excellent. if u charge the case once it lasts for more than 10 dayss5. u can change the earbuds too...there r 2 extra pairs,11 November 2021
4.0,One side is not working,Not satisfied,19 February 2022
1.0,"Bakwass, please avoid kre","Sound quality good but on call it's very low and poor,It's only use for music.Na hi lo to achha hai 😊",Reviewed in India 🇮🇳 on 17 October 2022
1.0,reciever,Caller not hear my voice loudly very slow voic transfer to reciever,Reviewed in India 🇮🇳 on 4 November 2022
3.0,Waste of money,It stop working after 6months ..right side of airdopes doesn't work ..waste of money,Reviewed in India 🇮🇳 on 28 February 2022
5.0,Good,Very nice,Reviewed in India 🇮🇳 on 10 August 2022
4.0,Price worthy,Good sound effect...Best battery...But not worth for calls.opposite person not able to hear our voice clearly.This is the only drawback..,Reviewed in India 🇮🇳 on 6 December 2021
5.0,Good,Super,Reviewed in India 🇮🇳 on 13 August 2022
2.0,Very poor range,Very poor range of bluetooth,Reviewed in India 🇮🇳 on 2 August 2022
5.0,Worst product,When I brought 1st product it was very nice... afterwards I lost it..then I buy another one this product not even started...2 Amazon give me replace... thank you Amazon for replacement...now one more time this product is not working..only for 10 minutes..reason after charging battery show in second like 100 to 0 in case...and buds not charging.. showing 10 percent in phone and automatically switch off...now I don't feel like buying this product one more time....but those who want small size bud its perfect for them,Reviewed in India 🇮🇳 on 24 January 2022
2.0,Irritating… not even 9mths and not charging,Its just been 9 months and the boat airpods have stopped charging. Very poor quality.,Reviewed in India 🇮🇳 on 20 July 2022
2.0,Sound quality not that much good,"Not comparable to my Samsung level U, both are now in almost same range",Reviewed in India 🇮🇳 on 20 July 2022
4.0,Good product,Nice product,Reviewed in India 🇮🇳 on 24 February 2022
4.0,Quality in budget,Long lasting backup,Reviewed in India 🇮🇳 on 10 February 2022
3.0,"Good for music, average for calls.",good for listening to music .. problem arises when you try to call...the person at the other end is unable to hear your voice clearly.,Reviewed in India 🇮🇳 on 7 November 2022
4.0,Good sound quality but noise colletion is not good. For audio conversation it is suitable.,Sound quality is good but Bess is very low. Notice collection not good. Facing some problem during conversation.,Reviewed in India 🇮🇳 on 9 December 2021
3.0,Mic is not perfect,Mic is not perfect voice catching power is very poor,Reviewed in India 🇮🇳 on 13 March 2022
5.0,You will have good audio experience,Wow! a underfull product by BOAT I really liked it. The bass is not too good and no too veek. But the thing I really like it for its cool design and audio effect. It has a beet of noise cancelation give a very good feed back. Thank you for that product.,Reviewed in India 🇮🇳 on 2 May 2022
4.0,Too much bass,A little too much of bass. Drowns the sound of the mids and highs. Tweek the EQ to get better results,Reviewed in India 🇮🇳 on 3 December 2021
2.0,Noise cancellation quality not good...,Nois cancellation quality not good,Reviewed in India 🇮🇳 on 4 August 2022
5.0,Very good product with this price range.,I am very happy with this product. Overall performance very good i really love it. Thank you so much boat.,Reviewed in India 🇮🇳 on 12 July 2022
4.0,Good sound but technically faulty,Within 3 months of purchase one side of earpiece became non functional.,Reviewed in India 🇮🇳 on 10 January 2022
4.0,Don't buy button ones,Sound and build quality is fine in this price segment..But the problem is you have push it a bit deep in the ear for good grip and bass and when you use it's button for anything it hurts so I'll just recommend to buy touch ones,Reviewed in India 🇮🇳 on 1 September 2021
5.0,Amazing quality,Amazing bass,Reviewed in India 🇮🇳 on 9 August 2022
3.0,Bass quality not good,Bass quality not good,Reviewed in India 🇮🇳 on 24 March 2022
5.0,I like it very much,Very Nice productI recommended 👍,Reviewed in India 🇮🇳 on 2 August 2022
4.0,Pretty good !,Sometimes the bluetooth gets automatically disconnected . Otherwise the product is good given it's price .,Reviewed in India 🇮🇳 on 31 December 2021
4.0,Mediocre,"Takes alot of time to connect. Sometimes one of the side fails to connect or disconnects. I liked the sound quality, bass is amazing.",Reviewed in India 🇮🇳 on 15 November 2021
1.0,One month and it stopped working,One of the pods stopped working after a month and another pod started lagging.,Reviewed in India 🇮🇳 on 31 October 2022
4.0,Left ear plug lose,Everything is ok as per priceBut calling voice -2/5  Noise cancellation- 3/5  Left ear plug is lose to fit,Reviewed in India 🇮🇳 on 17 November 2021
5.0,"Very bad, please don't buy","You guys please take my review seriously.....When I ordered it first time, everything was working normal. But suddenly within 3 days, the display of charging case hanged to 80%. Neither it was moving further 80% in charging, nor it was decreasing when I put my earbuds in the charging. Then I decided to replace. When I got the new one in the replacement, the battery of earbuds was 70%. When I put it in the charging case, the battery of case was 100% even the battery of earbuds was 70%, it was not automatically charging. Then When I put it in the charging when it needs only 30% of the charge, my battery of charging case decreased from 100 to 25% directly even when it's feature was to charge the earbuds 3 times.I request you guys not to buy this product...I only hope you all to trust me...",Reviewed in India 🇮🇳 on 4 March 2021
2.0,Not workinh after only 6 months of use,I bought this item in sep 2021 as a gift for my mother. Have just come to know from her that they stopped working after 6 months. They came with 1 year warranty so i would like them to be replaced as they are still under warranty period,Reviewed in India 🇮🇳 on 21 May 2022
4.0,Best in this class.,"Over all its a good product in this range, if you want to buy this product for calling or online event, I don't recommend but if you buy for music, it's marvellous.Sound quality is fantastic, noise cancellation is good and the bass quality is good too.",26 August 2021
3.0,Google assistant poor,Buttons are poor,26 March 2022
4.0,Best but mic,"The media could not be loaded.
                



 The best product in terms of sound but mic is not that great.",4 February 2022
3.0,Keeps falling,keeps falling frequently ..Does not fit properly,18 March 2022
4.0,Ok,Ok in the price range,4 February 2022
4.0,very nice,like,18 February 2022
5.0,Best product,Awesome product simply luv this,4 August 2022
3.0,Okay product,"Mic quality not so good, otherwise great",11 March 2022
5.0,Awesome product!,"The media could not be loaded.
                



 I’m writing review after 5 months of use.. it’s really good and pairs up so quick with mobiles, Smart TV. I’m using it pretty daily and the charge is really good. Noise cancellation is good too! No disturbances from the atmosphere after listening using the AirPods. Very compact and has a magnetic attachment to the case. Charging can be done very quickly and stays for a very longer period.Please go for it.. worth every penny! 👍🏻👍🏻Fixes rightly to ears and there’s one additional buds provided",9 February 2022
4.0,It can fall from ears ....,It's feel lose in ear it can fall but it has batter bass and batter sound quality too...,18 December 2021
4.0,Sound build connectivity,I am a user of sony xbt950 bt headphone switching to this definitly a hesitation for me.. I thought it would be like regular ones but when I connected and played yes i can definitely say you can go. With it... at 999 definitely a good deal good song good base but miss and lows could be little more better but my verdict.. A difinitly big yess to boat.. Atmanirbhar #useindian if 999 giving this good sound so what the amazing stuff they are giving in higher ranges..Dabba could be better jisme isko rkhte hai 😂😂..,Reviewed in India 🇮🇳 on 22 January 2021
1.0,Wrost product,Wrost experience while using this buds . Low voice high noice.,Reviewed in India 🇮🇳 on 4 November 2022
3.0,Nice,Nice,Reviewed in India 🇮🇳 on 30 March 2022
2.0,Not good at price of 1199,Very bad noise cancellationCan't talk to anyoneAnd one buds is not working in just 6 months,Reviewed in India 🇮🇳 on 11 July 2022
5.0,Good,Left earbuds stop working from last 15 days (need to replace as the product is in warranty period.) Please arrange to solve it.,Reviewed in India 🇮🇳 on 5 July 2022
5.0,Awesome,I would say just go for it blindly its really nice...but rkn price is somewhat 1300 so i would say u should WAIT for the sale as it price goes down to 899 so at this price range ITS THEE BESTT....,Reviewed in India 🇮🇳 on 1 June 2022
4.0,Just ok,Nice,Reviewed in India 🇮🇳 on 18 February 2022
3.0,Value for money but It's getting heated 😤,"I got the new Boat Airdops Yesterday (28/06/21) it was good but when I took it the box in hand it was like a cheap material used in case of airdopes. When I listen the music the bass was quality poor and not matched at the expectation as I expected. Yes, this is value for money but if you spending this much money just add more money and get a Good ones. In a 1 day the airdpoes getting heated.",Reviewed in India 🇮🇳 on 29 June 2021
5.0,Good,Good,Reviewed in India 🇮🇳 on 11 August 2022
2.0,Voice is not clear to other person on call.,This is my second review for the same product but the problem is same. My voice is not clear to other person on call.Don't buy if u want to use it for call conversation.It is good for listening music..,Reviewed in India 🇮🇳 on 27 May 2022
4.0,Excellant product,In this price; its best. Sound quality is excellant and backup is also excellant.,3 January 2022
4.0,Very Good for Listening Songs.,One side of this Airdope stop working within six months of purchase. I didn't expected such quality from boAT & Amazon,28 November 2021
1.0,Worst experience,worst experience by Amazon. I have received damaged product one of the airpod is not working.,27 October 2022
4.0,Good product,Best for iphone,8 February 2022
4.0,Don't expect bass quality rest all good,Except bass quality every thing is good,21 January 2022
5.0,Super 💝,Boat airddopes is good quality,3 August 2022
3.0,Good at this price point,"At this price airdopes are a good deal to catch but the worst thing is the connectivity they connect quickly but while playing songs while riding or doing any activity if you keep the phone in pocket or far than 2-3 meters the connection starts to distort soo all over good earphones but I'll give 1 star for the connectivity bass is good sound is good battery life is decent the case is bit loose and looks okish they stay in ears even while running, playing badminton, cricket don't buy these if you are thinking to use it while riding you will get frustrated",4 November 2020
2.0,Pathetic after sale service by boAT,"The product was very good, till the time one airdope stopped functioning. Followed the instructions of resetting as per the manual but no change. Tried calling the service centre number ...no response. Have also written an email to them but no response...after sale service is very very poor....",15 May 2022
5.0,Amazing voices,So good amazing voice enjoying listening music good battery backup,28 July 2022
4.0,Super,Good,25 February 2022
4.0,Go for it at this price range.,"Bought it for 999 and it is worth spending that much amount. Sound quality is good. I mainly use this for calls, though not a great product but at this price range, it's totally doing its job. Light and comfortable to wear.",Reviewed in India 🇮🇳 on 1 September 2021
4.0,Good product,Good product but mic not upto quality as other person not able to clearly hear me .,Reviewed in India 🇮🇳 on 18 December 2021
4.0,Good product,Good product,Reviewed in India 🇮🇳 on 12 February 2022
2.0,Product is not good it stopped working after 5 months,"I supported boat as it is a indian product but it did not reached my expectation , it stopped working after 5 months but from 1st month onwords it is not working properly later after 5 months it stopped working completely",Reviewed in India 🇮🇳 on 26 May 2022
5.0,Awesome,,Reviewed in India 🇮🇳 on 9 August 2022
4.0,Improve your service centre,Good but...No more,Reviewed in India 🇮🇳 on 28 January 2022
4.0,Works really well satisfied with the product,I am satisfied with the product worth the money,Reviewed in India 🇮🇳 on 15 January 2022
5.0,Superb product,"Everything is good in this product, but voice catching is very low, means to Mike is to improve more for getting voice more early.Else all ok",Reviewed in India 🇮🇳 on 30 June 2022
5.0,👌,Best earbuds in affordable price.,Reviewed in India 🇮🇳 on 3 August 2022
1.0,Crappy Product,"Within 10 days of using it, the charging pod has stopped working and there is no nearest support center either. Don't buy it. It's coming from longtime Boat earphone/headphone user.",Reviewed in India 🇮🇳 on 5 October 2022
3.0,Keep falling off,I'd say they're pretty average. And also falls sometimes not very stable as compared to other earphones,20 February 2022
1.0,Worst EarPods i have ever used!,"Forget bass & all that jazz, the basic sound in the earbuds is soooo low, I can’t properly hear anything. Noise cancellation is very poor. The earbuds don’t even fit in my ears properly. They are always almost half hanging outside my ear that i fear all the time to drop them. Very poor product from boat. I bought another earpods of boat earlier, they were superb, darn awesome sound quality & they exactly fitted in my ear, but i lost them. After being disappointed with these earpods, i purchased the previous ones again. This sheer waste of money!",18 August 2022
4.0,Value for Money,Good 🙂,15 February 2022
1.0,One air dope is not working. Pathetic quality.,The air dope of left side isn’t working. It didn’t fell or anythIng.,29 October 2022
4.0,Good 👍,I think good 👍 product,31 January 2022
1.0,Bad item,Very bad experience with this product....don't buy this.....bass sound quality also very low,29 October 2022
5.0,Best in market,This airpods are awesome..and best in market..sound quality is great..,28 July 2022
5.0,Boat airdopes,"The media could not be loaded.
                



 Buying this product 3 month date 16/05/2022 good performance value for money",4 August 2022
2.0,Sound quality bad,Not good call voice not clear in other person,25 July 2022
